class_index,class,image_name
225,n02105162,ILSVRC2012_val_00012708.JPEG
225,n02105162,ILSVRC2012_val_00008923.JPEG
225,n02105162,ILSVRC2012_val_00005984.JPEG
225,n02105162,ILSVRC2012_val_00013248.JPEG
225,n02105162,ILSVRC2012_val_00017275.JPEG
225,n02105162,ILSVRC2012_val_00016172.JPEG
425,n02793495,ILSVRC2012_val_00012419.JPEG
425,n02793495,ILSVRC2012_val_00004575.JPEG
425,n02793495,ILSVRC2012_val_00010548.JPEG
425,n02793495,ILSVRC2012_val_00000234.JPEG
425,n02793495,ILSVRC2012_val_00010809.JPEG
425,n02793495,ILSVRC2012_val_00010566.JPEG
425,n02793495,ILSVRC2012_val_00011475.JPEG
425,n02793495,ILSVRC2012_val_00009958.JPEG
425,n02793495,ILSVRC2012_val_00012775.JPEG
425,n02793495,ILSVRC2012_val_00000693.JPEG
125,n01986214,ILSVRC2012_val_00004444.JPEG
125,n01986214,ILSVRC2012_val_00009485.JPEG
125,n01986214,ILSVRC2012_val_00005582.JPEG
125,n01986214,ILSVRC2012_val_00003257.JPEG
125,n01986214,ILSVRC2012_val_00003636.JPEG
125,n01986214,ILSVRC2012_val_00006591.JPEG
125,n01986214,ILSVRC2012_val_00005125.JPEG
125,n01986214,ILSVRC2012_val_00003859.JPEG
125,n01986214,ILSVRC2012_val_00000231.JPEG
125,n01986214,ILSVRC2012_val_00005268.JPEG
78,n01776313,ILSVRC2012_val_00001760.JPEG
78,n01776313,ILSVRC2012_val_00004722.JPEG
78,n01776313,ILSVRC2012_val_00005932.JPEG
78,n01776313,ILSVRC2012_val_00009192.JPEG
78,n01776313,ILSVRC2012_val_00000679.JPEG
78,n01776313,ILSVRC2012_val_00007065.JPEG
78,n01776313,ILSVRC2012_val_00003577.JPEG
78,n01776313,ILSVRC2012_val_00001283.JPEG
78,n01776313,ILSVRC2012_val_00008054.JPEG
78,n01776313,ILSVRC2012_val_00000943.JPEG
610,n03595614,ILSVRC2012_val_00006015.JPEG
610,n03595614,ILSVRC2012_val_00006028.JPEG
610,n03595614,ILSVRC2012_val_00006226.JPEG
610,n03595614,ILSVRC2012_val_00008022.JPEG
610,n03595614,ILSVRC2012_val_00012914.JPEG
610,n03595614,ILSVRC2012_val_00004520.JPEG
610,n03595614,ILSVRC2012_val_00008273.JPEG
610,n03595614,ILSVRC2012_val_00006774.JPEG
610,n03595614,ILSVRC2012_val_00002182.JPEG
610,n03595614,ILSVRC2012_val_00006429.JPEG
889,n04536866,ILSVRC2012_val_00008690.JPEG
889,n04536866,ILSVRC2012_val_00015869.JPEG
889,n04536866,ILSVRC2012_val_00021977.JPEG
889,n04536866,ILSVRC2012_val_00002421.JPEG
889,n04536866,ILSVRC2012_val_00021288.JPEG
889,n04536866,ILSVRC2012_val_00024503.JPEG
889,n04536866,ILSVRC2012_val_00001628.JPEG
889,n04536866,ILSVRC2012_val_00012803.JPEG
889,n04536866,ILSVRC2012_val_00011745.JPEG
889,n04536866,ILSVRC2012_val_00025413.JPEG
874,n04487081,ILSVRC2012_val_00008004.JPEG
874,n04487081,ILSVRC2012_val_00005140.JPEG
874,n04487081,ILSVRC2012_val_00002146.JPEG
874,n04487081,ILSVRC2012_val_00006998.JPEG
874,n04487081,ILSVRC2012_val_00008255.JPEG
874,n04487081,ILSVRC2012_val_00004090.JPEG
874,n04487081,ILSVRC2012_val_00000573.JPEG
874,n04487081,ILSVRC2012_val_00000833.JPEG
874,n04487081,ILSVRC2012_val_00007540.JPEG
874,n04487081,ILSVRC2012_val_00007142.JPEG
713,n03924679,ILSVRC2012_val_00010646.JPEG
713,n03924679,ILSVRC2012_val_00000489.JPEG
713,n03924679,ILSVRC2012_val_00005015.JPEG
713,n03924679,ILSVRC2012_val_00006117.JPEG
713,n03924679,ILSVRC2012_val_00009835.JPEG
713,n03924679,ILSVRC2012_val_00005589.JPEG
713,n03924679,ILSVRC2012_val_00003366.JPEG
713,n03924679,ILSVRC2012_val_00003065.JPEG
713,n03924679,ILSVRC2012_val_00002287.JPEG
713,n03924679,ILSVRC2012_val_00008983.JPEG
175,n02091635,ILSVRC2012_val_00014787.JPEG
175,n02091635,ILSVRC2012_val_00006720.JPEG
175,n02091635,ILSVRC2012_val_00002059.JPEG
175,n02091635,ILSVRC2012_val_00014357.JPEG
175,n02091635,ILSVRC2012_val_00022137.JPEG
175,n02091635,ILSVRC2012_val_00001812.JPEG
175,n02091635,ILSVRC2012_val_00006093.JPEG
175,n02091635,ILSVRC2012_val_00005279.JPEG
175,n02091635,ILSVRC2012_val_00000079.JPEG
175,n02091635,ILSVRC2012_val_00005139.JPEG
763,n04086273,ILSVRC2012_val_00000158.JPEG
763,n04086273,ILSVRC2012_val_00001789.JPEG
763,n04086273,ILSVRC2012_val_00003123.JPEG
763,n04086273,ILSVRC2012_val_00003457.JPEG
763,n04086273,ILSVRC2012_val_00009333.JPEG
763,n04086273,ILSVRC2012_val_00002438.JPEG
763,n04086273,ILSVRC2012_val_00002299.JPEG
763,n04086273,ILSVRC2012_val_00002604.JPEG
763,n04086273,ILSVRC2012_val_00007170.JPEG
763,n04086273,ILSVRC2012_val_00004107.JPEG
412,n02747177,ILSVRC2012_val_00009320.JPEG
412,n02747177,ILSVRC2012_val_00000422.JPEG
412,n02747177,ILSVRC2012_val_00007233.JPEG
412,n02747177,ILSVRC2012_val_00008670.JPEG
412,n02747177,ILSVRC2012_val_00046138.JPEG
412,n02747177,ILSVRC2012_val_00046857.JPEG
412,n02747177,ILSVRC2012_val_00024193.JPEG
412,n02747177,ILSVRC2012_val_00038149.JPEG
412,n02747177,ILSVRC2012_val_00002145.JPEG
412,n02747177,ILSVRC2012_val_00007254.JPEG
981,n09835506,ILSVRC2012_val_00008099.JPEG
981,n09835506,ILSVRC2012_val_00004760.JPEG
981,n09835506,ILSVRC2012_val_00005037.JPEG
981,n09835506,ILSVRC2012_val_00018226.JPEG
981,n09835506,ILSVRC2012_val_00018432.JPEG
981,n09835506,ILSVRC2012_val_00007596.JPEG
981,n09835506,ILSVRC2012_val_00002751.JPEG
981,n09835506,ILSVRC2012_val_00006476.JPEG
981,n09835506,ILSVRC2012_val_00013594.JPEG
981,n09835506,ILSVRC2012_val_00018507.JPEG
354,n02437312,ILSVRC2012_val_00015229.JPEG
354,n02437312,ILSVRC2012_val_00006577.JPEG
354,n02437312,ILSVRC2012_val_00005356.JPEG
354,n02437312,ILSVRC2012_val_00004720.JPEG
354,n02437312,ILSVRC2012_val_00003409.JPEG
354,n02437312,ILSVRC2012_val_00013383.JPEG
354,n02437312,ILSVRC2012_val_00006200.JPEG
354,n02437312,ILSVRC2012_val_00002271.JPEG
354,n02437312,ILSVRC2012_val_00011354.JPEG
354,n02437312,ILSVRC2012_val_00006245.JPEG
650,n03759954,ILSVRC2012_val_00003611.JPEG
650,n03759954,ILSVRC2012_val_00009296.JPEG
650,n03759954,ILSVRC2012_val_00006041.JPEG
650,n03759954,ILSVRC2012_val_00002240.JPEG
650,n03759954,ILSVRC2012_val_00035587.JPEG
650,n03759954,ILSVRC2012_val_00036071.JPEG
650,n03759954,ILSVRC2012_val_00019164.JPEG
650,n03759954,ILSVRC2012_val_00021431.JPEG
650,n03759954,ILSVRC2012_val_00032691.JPEG
650,n03759954,ILSVRC2012_val_00035371.JPEG
457,n02883205,ILSVRC2012_val_00012923.JPEG
457,n02883205,ILSVRC2012_val_00008638.JPEG
457,n02883205,ILSVRC2012_val_00006456.JPEG
457,n02883205,ILSVRC2012_val_00008612.JPEG
457,n02883205,ILSVRC2012_val_00002038.JPEG
457,n02883205,ILSVRC2012_val_00005907.JPEG
457,n02883205,ILSVRC2012_val_00009483.JPEG
457,n02883205,ILSVRC2012_val_00003907.JPEG
457,n02883205,ILSVRC2012_val_00004839.JPEG
457,n02883205,ILSVRC2012_val_00007305.JPEG
670,n03791053,ILSVRC2012_val_00010636.JPEG
670,n03791053,ILSVRC2012_val_00001892.JPEG
670,n03791053,ILSVRC2012_val_00016338.JPEG
670,n03791053,ILSVRC2012_val_00004619.JPEG
670,n03791053,ILSVRC2012_val_00014286.JPEG
670,n03791053,ILSVRC2012_val_00010227.JPEG
670,n03791053,ILSVRC2012_val_00015484.JPEG
670,n03791053,ILSVRC2012_val_00007523.JPEG
670,n03791053,ILSVRC2012_val_00004789.JPEG
670,n03791053,ILSVRC2012_val_00004465.JPEG
931,n07693725,ILSVRC2012_val_00020828.JPEG
931,n07693725,ILSVRC2012_val_00027560.JPEG
931,n07693725,ILSVRC2012_val_00024953.JPEG
931,n07693725,ILSVRC2012_val_00002744.JPEG
931,n07693725,ILSVRC2012_val_00019958.JPEG
931,n07693725,ILSVRC2012_val_00012537.JPEG
931,n07693725,ILSVRC2012_val_00005619.JPEG
931,n07693725,ILSVRC2012_val_00028873.JPEG
931,n07693725,ILSVRC2012_val_00022802.JPEG
931,n07693725,ILSVRC2012_val_00033590.JPEG
520,n03131574,ILSVRC2012_val_00016407.JPEG
520,n03131574,ILSVRC2012_val_00011250.JPEG
520,n03131574,ILSVRC2012_val_00016481.JPEG
520,n03131574,ILSVRC2012_val_00010489.JPEG
520,n03131574,ILSVRC2012_val_00011415.JPEG
520,n03131574,ILSVRC2012_val_00014289.JPEG
520,n03131574,ILSVRC2012_val_00008353.JPEG
520,n03131574,ILSVRC2012_val_00015227.JPEG
520,n03131574,ILSVRC2012_val_00014583.JPEG
520,n03131574,ILSVRC2012_val_00003036.JPEG
396,n02643566,ILSVRC2012_val_00006279.JPEG
396,n02643566,ILSVRC2012_val_00004464.JPEG
396,n02643566,ILSVRC2012_val_00007738.JPEG
396,n02643566,ILSVRC2012_val_00003094.JPEG
396,n02643566,ILSVRC2012_val_00006214.JPEG
396,n02643566,ILSVRC2012_val_00000196.JPEG
396,n02643566,ILSVRC2012_val_00003610.JPEG
396,n02643566,ILSVRC2012_val_00008448.JPEG
396,n02643566,ILSVRC2012_val_00009165.JPEG
396,n02643566,ILSVRC2012_val_00004055.JPEG
551,n03314780,ILSVRC2012_val_00007331.JPEG
551,n03314780,ILSVRC2012_val_00006243.JPEG
551,n03314780,ILSVRC2012_val_00001654.JPEG
551,n03314780,ILSVRC2012_val_00002414.JPEG
551,n03314780,ILSVRC2012_val_00000624.JPEG
551,n03314780,ILSVRC2012_val_00004160.JPEG
551,n03314780,ILSVRC2012_val_00003881.JPEG
551,n03314780,ILSVRC2012_val_00005120.JPEG
551,n03314780,ILSVRC2012_val_00000769.JPEG
551,n03314780,ILSVRC2012_val_00004170.JPEG
674,n03794056,ILSVRC2012_val_00016232.JPEG
674,n03794056,ILSVRC2012_val_00000430.JPEG
674,n03794056,ILSVRC2012_val_00015137.JPEG
674,n03794056,ILSVRC2012_val_00014455.JPEG
674,n03794056,ILSVRC2012_val_00009087.JPEG
674,n03794056,ILSVRC2012_val_00009802.JPEG
674,n03794056,ILSVRC2012_val_00006841.JPEG
674,n03794056,ILSVRC2012_val_00020103.JPEG
674,n03794056,ILSVRC2012_val_00009498.JPEG
674,n03794056,ILSVRC2012_val_00005435.JPEG
867,n04467665,ILSVRC2012_val_00000187.JPEG
867,n04467665,ILSVRC2012_val_00016410.JPEG
867,n04467665,ILSVRC2012_val_00001797.JPEG
867,n04467665,ILSVRC2012_val_00018342.JPEG
867,n04467665,ILSVRC2012_val_00010668.JPEG
867,n04467665,ILSVRC2012_val_00002213.JPEG
867,n04467665,ILSVRC2012_val_00000784.JPEG
867,n04467665,ILSVRC2012_val_00008391.JPEG
867,n04467665,ILSVRC2012_val_00018084.JPEG
867,n04467665,ILSVRC2012_val_00013319.JPEG
975,n09332890,ILSVRC2012_val_00046543.JPEG
975,n09332890,ILSVRC2012_val_00020069.JPEG
975,n09332890,ILSVRC2012_val_00006040.JPEG
975,n09332890,ILSVRC2012_val_00033656.JPEG
975,n09332890,ILSVRC2012_val_00046298.JPEG
975,n09332890,ILSVRC2012_val_00018915.JPEG
975,n09332890,ILSVRC2012_val_00012261.JPEG
975,n09332890,ILSVRC2012_val_00011449.JPEG
975,n09332890,ILSVRC2012_val_00003311.JPEG
975,n09332890,ILSVRC2012_val_00016111.JPEG
132,n02009912,ILSVRC2012_val_00001067.JPEG
132,n02009912,ILSVRC2012_val_00006761.JPEG
132,n02009912,ILSVRC2012_val_00013589.JPEG
132,n02009912,ILSVRC2012_val_00005314.JPEG
132,n02009912,ILSVRC2012_val_00011369.JPEG
132,n02009912,ILSVRC2012_val_00009393.JPEG
132,n02009912,ILSVRC2012_val_00010056.JPEG
132,n02009912,ILSVRC2012_val_00008035.JPEG
132,n02009912,ILSVRC2012_val_00005474.JPEG
132,n02009912,ILSVRC2012_val_00007470.JPEG
513,n03110669,ILSVRC2012_val_00020854.JPEG
513,n03110669,ILSVRC2012_val_00020904.JPEG
513,n03110669,ILSVRC2012_val_00030931.JPEG
513,n03110669,ILSVRC2012_val_00020782.JPEG
513,n03110669,ILSVRC2012_val_00017037.JPEG
513,n03110669,ILSVRC2012_val_00004054.JPEG
513,n03110669,ILSVRC2012_val_00013933.JPEG
513,n03110669,ILSVRC2012_val_00015331.JPEG
513,n03110669,ILSVRC2012_val_00016723.JPEG
513,n03110669,ILSVRC2012_val_00023807.JPEG
63,n01748264,ILSVRC2012_val_00013858.JPEG
63,n01748264,ILSVRC2012_val_00014620.JPEG
63,n01748264,ILSVRC2012_val_00013725.JPEG
63,n01748264,ILSVRC2012_val_00014181.JPEG
63,n01748264,ILSVRC2012_val_00014598.JPEG
63,n01748264,ILSVRC2012_val_00010194.JPEG
63,n01748264,ILSVRC2012_val_00012109.JPEG
63,n01748264,ILSVRC2012_val_00006800.JPEG
63,n01748264,ILSVRC2012_val_00014457.JPEG
63,n01748264,ILSVRC2012_val_00015801.JPEG
962,n07871810,ILSVRC2012_val_00015361.JPEG
962,n07871810,ILSVRC2012_val_00018608.JPEG
962,n07871810,ILSVRC2012_val_00017771.JPEG
962,n07871810,ILSVRC2012_val_00014713.JPEG
962,n07871810,ILSVRC2012_val_00021866.JPEG
962,n07871810,ILSVRC2012_val_00021763.JPEG
962,n07871810,ILSVRC2012_val_00002686.JPEG
962,n07871810,ILSVRC2012_val_00023404.JPEG
962,n07871810,ILSVRC2012_val_00001115.JPEG
962,n07871810,ILSVRC2012_val_00008075.JPEG
300,n02165105,ILSVRC2012_val_00003852.JPEG
300,n02165105,ILSVRC2012_val_00007350.JPEG
300,n02165105,ILSVRC2012_val_00005482.JPEG
300,n02165105,ILSVRC2012_val_00000361.JPEG
300,n02165105,ILSVRC2012_val_00001566.JPEG
300,n02165105,ILSVRC2012_val_00002845.JPEG
300,n02165105,ILSVRC2012_val_00006529.JPEG
300,n02165105,ILSVRC2012_val_00007429.JPEG
300,n02165105,ILSVRC2012_val_00002141.JPEG
300,n02165105,ILSVRC2012_val_00002279.JPEG
156,n02086646,ILSVRC2012_val_00004085.JPEG
156,n02086646,ILSVRC2012_val_00008975.JPEG
156,n02086646,ILSVRC2012_val_00000613.JPEG
156,n02086646,ILSVRC2012_val_00001164.JPEG
156,n02086646,ILSVRC2012_val_00010098.JPEG
156,n02086646,ILSVRC2012_val_00002988.JPEG
156,n02086646,ILSVRC2012_val_00009439.JPEG
156,n02086646,ILSVRC2012_val_00007090.JPEG
156,n02086646,ILSVRC2012_val_00008198.JPEG
156,n02086646,ILSVRC2012_val_00001141.JPEG
521,n03133878,ILSVRC2012_val_00017191.JPEG
521,n03133878,ILSVRC2012_val_00004670.JPEG
521,n03133878,ILSVRC2012_val_00011557.JPEG
521,n03133878,ILSVRC2012_val_00009328.JPEG
521,n03133878,ILSVRC2012_val_00000718.JPEG
521,n03133878,ILSVRC2012_val_00012686.JPEG
521,n03133878,ILSVRC2012_val_00017283.JPEG
521,n03133878,ILSVRC2012_val_00006347.JPEG
521,n03133878,ILSVRC2012_val_00010875.JPEG
521,n03133878,ILSVRC2012_val_00015954.JPEG
470,n02948072,ILSVRC2012_val_00007749.JPEG
470,n02948072,ILSVRC2012_val_00008806.JPEG
470,n02948072,ILSVRC2012_val_00019827.JPEG
470,n02948072,ILSVRC2012_val_00019806.JPEG
470,n02948072,ILSVRC2012_val_00003486.JPEG
470,n02948072,ILSVRC2012_val_00021186.JPEG
470,n02948072,ILSVRC2012_val_00008717.JPEG
470,n02948072,ILSVRC2012_val_00014444.JPEG
470,n02948072,ILSVRC2012_val_00006227.JPEG
470,n02948072,ILSVRC2012_val_00017392.JPEG
408,n02704792,ILSVRC2012_val_00010359.JPEG
408,n02704792,ILSVRC2012_val_00015806.JPEG
408,n02704792,ILSVRC2012_val_00008360.JPEG
408,n02704792,ILSVRC2012_val_00015507.JPEG
408,n02704792,ILSVRC2012_val_00014723.JPEG
408,n02704792,ILSVRC2012_val_00004142.JPEG
408,n02704792,ILSVRC2012_val_00009179.JPEG
408,n02704792,ILSVRC2012_val_00004205.JPEG
408,n02704792,ILSVRC2012_val_00019300.JPEG
408,n02704792,ILSVRC2012_val_00004017.JPEG
159,n02087394,ILSVRC2012_val_00005054.JPEG
159,n02087394,ILSVRC2012_val_00001047.JPEG
159,n02087394,ILSVRC2012_val_00000077.JPEG
159,n02087394,ILSVRC2012_val_00010643.JPEG
159,n02087394,ILSVRC2012_val_00001651.JPEG
159,n02087394,ILSVRC2012_val_00010385.JPEG
159,n02087394,ILSVRC2012_val_00005364.JPEG
159,n02087394,ILSVRC2012_val_00005215.JPEG
159,n02087394,ILSVRC2012_val_00006900.JPEG
159,n02087394,ILSVRC2012_val_00016510.JPEG
287,n02127052,ILSVRC2012_val_00006056.JPEG
287,n02127052,ILSVRC2012_val_00006792.JPEG
287,n02127052,ILSVRC2012_val_00017219.JPEG
287,n02127052,ILSVRC2012_val_00000898.JPEG
287,n02127052,ILSVRC2012_val_00005998.JPEG
287,n02127052,ILSVRC2012_val_00014363.JPEG
287,n02127052,ILSVRC2012_val_00006407.JPEG
287,n02127052,ILSVRC2012_val_00013798.JPEG
287,n02127052,ILSVRC2012_val_00012958.JPEG
287,n02127052,ILSVRC2012_val_00014321.JPEG
12,n01532829,ILSVRC2012_val_00006835.JPEG
12,n01532829,ILSVRC2012_val_00000873.JPEG
12,n01532829,ILSVRC2012_val_00005848.JPEG
12,n01532829,ILSVRC2012_val_00002357.JPEG
12,n01532829,ILSVRC2012_val_00004375.JPEG
12,n01532829,ILSVRC2012_val_00004749.JPEG
12,n01532829,ILSVRC2012_val_00006597.JPEG
12,n01532829,ILSVRC2012_val_00001556.JPEG
12,n01532829,ILSVRC2012_val_00005336.JPEG
12,n01532829,ILSVRC2012_val_00007237.JPEG
859,n04442312,ILSVRC2012_val_00015352.JPEG
859,n04442312,ILSVRC2012_val_00009258.JPEG
859,n04442312,ILSVRC2012_val_00006132.JPEG
859,n04442312,ILSVRC2012_val_00010199.JPEG
859,n04442312,ILSVRC2012_val_00008998.JPEG
859,n04442312,ILSVRC2012_val_00011659.JPEG
859,n04442312,ILSVRC2012_val_00004737.JPEG
859,n04442312,ILSVRC2012_val_00004906.JPEG
859,n04442312,ILSVRC2012_val_00013560.JPEG
859,n04442312,ILSVRC2012_val_00001572.JPEG
441,n02823750,ILSVRC2012_val_00020685.JPEG
441,n02823750,ILSVRC2012_val_00016435.JPEG
441,n02823750,ILSVRC2012_val_00013188.JPEG
441,n02823750,ILSVRC2012_val_00014305.JPEG
441,n02823750,ILSVRC2012_val_00010158.JPEG
441,n02823750,ILSVRC2012_val_00005229.JPEG
441,n02823750,ILSVRC2012_val_00007874.JPEG
441,n02823750,ILSVRC2012_val_00014301.JPEG
441,n02823750,ILSVRC2012_val_00010130.JPEG
441,n02823750,ILSVRC2012_val_00006552.JPEG
894,n04550184,ILSVRC2012_val_00018341.JPEG
894,n04550184,ILSVRC2012_val_00014621.JPEG
894,n04550184,ILSVRC2012_val_00029049.JPEG
894,n04550184,ILSVRC2012_val_00017579.JPEG
894,n04550184,ILSVRC2012_val_00008851.JPEG
894,n04550184,ILSVRC2012_val_00030785.JPEG
894,n04550184,ILSVRC2012_val_00002016.JPEG
894,n04550184,ILSVRC2012_val_00000482.JPEG
894,n04550184,ILSVRC2012_val_00026764.JPEG
894,n04550184,ILSVRC2012_val_00027141.JPEG
16,n01560419,ILSVRC2012_val_00000638.JPEG
16,n01560419,ILSVRC2012_val_00000198.JPEG
16,n01560419,ILSVRC2012_val_00006321.JPEG
16,n01560419,ILSVRC2012_val_00006603.JPEG
16,n01560419,ILSVRC2012_val_00001024.JPEG
16,n01560419,ILSVRC2012_val_00002052.JPEG
16,n01560419,ILSVRC2012_val_00001751.JPEG
16,n01560419,ILSVRC2012_val_00000217.JPEG
16,n01560419,ILSVRC2012_val_00000439.JPEG
16,n01560419,ILSVRC2012_val_00004037.JPEG
222,n02104029,ILSVRC2012_val_00006336.JPEG
222,n02104029,ILSVRC2012_val_00024363.JPEG
222,n02104029,ILSVRC2012_val_00011746.JPEG
222,n02104029,ILSVRC2012_val_00018529.JPEG
222,n02104029,ILSVRC2012_val_00019060.JPEG
222,n02104029,ILSVRC2012_val_00017400.JPEG
222,n02104029,ILSVRC2012_val_00019361.JPEG
222,n02104029,ILSVRC2012_val_00008459.JPEG
222,n02104029,ILSVRC2012_val_00024533.JPEG
222,n02104029,ILSVRC2012_val_00002402.JPEG
330,n02325366,ILSVRC2012_val_00010064.JPEG
330,n02325366,ILSVRC2012_val_00014071.JPEG
330,n02325366,ILSVRC2012_val_00000685.JPEG
330,n02325366,ILSVRC2012_val_00014688.JPEG
330,n02325366,ILSVRC2012_val_00005259.JPEG
330,n02325366,ILSVRC2012_val_00002029.JPEG
330,n02325366,ILSVRC2012_val_00006108.JPEG
330,n02325366,ILSVRC2012_val_00010923.JPEG
330,n02325366,ILSVRC2012_val_00002473.JPEG
330,n02325366,ILSVRC2012_val_00005636.JPEG
687,n03854065,ILSVRC2012_val_00001622.JPEG
687,n03854065,ILSVRC2012_val_00003826.JPEG
687,n03854065,ILSVRC2012_val_00004425.JPEG
687,n03854065,ILSVRC2012_val_00003612.JPEG
687,n03854065,ILSVRC2012_val_00000166.JPEG
687,n03854065,ILSVRC2012_val_00008322.JPEG
687,n03854065,ILSVRC2012_val_00000814.JPEG
687,n03854065,ILSVRC2012_val_00003082.JPEG
687,n03854065,ILSVRC2012_val_00007206.JPEG
687,n03854065,ILSVRC2012_val_00006479.JPEG
592,n03492542,ILSVRC2012_val_00010204.JPEG
592,n03492542,ILSVRC2012_val_00000367.JPEG
592,n03492542,ILSVRC2012_val_00002941.JPEG
592,n03492542,ILSVRC2012_val_00006642.JPEG
592,n03492542,ILSVRC2012_val_00003609.JPEG
592,n03492542,ILSVRC2012_val_00004242.JPEG
592,n03492542,ILSVRC2012_val_00006167.JPEG
592,n03492542,ILSVRC2012_val_00001107.JPEG
592,n03492542,ILSVRC2012_val_00009166.JPEG
592,n03492542,ILSVRC2012_val_00006648.JPEG
870,n04482393,ILSVRC2012_val_00010362.JPEG
870,n04482393,ILSVRC2012_val_00008141.JPEG
870,n04482393,ILSVRC2012_val_00005167.JPEG
870,n04482393,ILSVRC2012_val_00009027.JPEG
870,n04482393,ILSVRC2012_val_00005329.JPEG
870,n04482393,ILSVRC2012_val_00000069.JPEG
870,n04482393,ILSVRC2012_val_00008823.JPEG
870,n04482393,ILSVRC2012_val_00001342.JPEG
870,n04482393,ILSVRC2012_val_00002942.JPEG
870,n04482393,ILSVRC2012_val_00008387.JPEG
699,n03884397,ILSVRC2012_val_00006391.JPEG
699,n03884397,ILSVRC2012_val_00008704.JPEG
699,n03884397,ILSVRC2012_val_00006638.JPEG
699,n03884397,ILSVRC2012_val_00000844.JPEG
699,n03884397,ILSVRC2012_val_00013758.JPEG
699,n03884397,ILSVRC2012_val_00004015.JPEG
699,n03884397,ILSVRC2012_val_00007026.JPEG
699,n03884397,ILSVRC2012_val_00002600.JPEG
699,n03884397,ILSVRC2012_val_00007123.JPEG
699,n03884397,ILSVRC2012_val_00000681.JPEG
385,n02504013,ILSVRC2012_val_00020120.JPEG
385,n02504013,ILSVRC2012_val_00013733.JPEG
385,n02504013,ILSVRC2012_val_00010713.JPEG
385,n02504013,ILSVRC2012_val_00011247.JPEG
385,n02504013,ILSVRC2012_val_00021237.JPEG
385,n02504013,ILSVRC2012_val_00021618.JPEG
385,n02504013,ILSVRC2012_val_00022921.JPEG
385,n02504013,ILSVRC2012_val_00022872.JPEG
385,n02504013,ILSVRC2012_val_00022028.JPEG
385,n02504013,ILSVRC2012_val_00015520.JPEG
949,n07745940,ILSVRC2012_val_00002412.JPEG
949,n07745940,ILSVRC2012_val_00004428.JPEG
949,n07745940,ILSVRC2012_val_00021854.JPEG
949,n07745940,ILSVRC2012_val_00007898.JPEG
949,n07745940,ILSVRC2012_val_00005757.JPEG
949,n07745940,ILSVRC2012_val_00010616.JPEG
949,n07745940,ILSVRC2012_val_00004832.JPEG
